,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3
P-1509,0.5,0.125,0.375,0.25,0.5,0.25,0.375,0.375,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.25,0.25,0.5,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.25,0.75,0.0,0.375,0.375,0.25,0.5,0.5,0.0
P-1510,0.5,0.5,0.0,0.375,0.625,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.625,0.375,0.0,0.75,0.25,0.0,0.5,0.125,0.375,0.25,0.25,0.5,0.0,0.25,0.75,0.25,0.25,0.5,0.25,0.5,0.25,0.875,0.0,0.125,0.25,0.5,0.25
P-1511,0.125,0.625,0.25,0.25,0.375,0.375,0.625,0.0,0.375,0.375,0.375,0.25,0.375,0.5,0.125,0.25,0.5,0.25,0.125,0.25,0.625,0.625,0.375,0.0,0.25,0.625,0.125,0.5,0.5,0.0,0.0,0.875,0.125,0.625,0.25,0.125,0.625,0.125,0.25
P-1512,0.125,0.375,0.5,0.5,0.125,0.375,0.5,0.125,0.375,0.25,0.25,0.5,0.5,0.5,0.0,0.125,0.375,0.5,0.25,0.25,0.5,0.375,0.625,0.0,0.5,0.375,0.125,0.375,0.625,0.0,0.0,0.875,0.125,0.5,0.125,0.375,0.75,0.125,0.125
P-1513,0.5,0.125,0.375,0.5,0.25,0.25,0.625,0.125,0.25,0.375,0.25,0.375,0.625,0.25,0.125,0.5,0.125,0.375,0.25,0.375,0.375,0.125,0.75,0.125,0.375,0.125,0.5,0.125,0.75,0.125,0.125,0.875,0.0,0.375,0.25,0.375,0.5,0.5,0.0
P-1514,0.5,0.125,0.375,0.5,0.375,0.125,0.625,0.25,0.125,0.375,0.25,0.375,0.625,0.25,0.125,0.5,0.125,0.375,0.25,0.375,0.375,0.125,0.625,0.25,0.375,0.125,0.5,0.125,0.625,0.25,0.125,0.875,0.0,0.375,0.25,0.375,0.375,0.5,0.125
P-1515,0.25,0.25,0.5,0.375,0.625,0.0,0.375,0.625,0.0,0.375,0.125,0.5,0.5,0.5,0.0,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.125,0.875,0.0,0.25,0.5,0.25,0.5,0.25,0.25
P-1516,0.25,0.375,0.375,0.375,0.5,0.125,0.625,0.25,0.125,0.25,0.375,0.375,0.375,0.5,0.125,0.25,0.375,0.375,0.125,0.25,0.625,0.5,0.375,0.125,0.375,0.375,0.25,0.5,0.375,0.125,0.0,0.875,0.125,0.25,0.375,0.375,0.75,0.25,0.0
P-1517,0.125,0.5,0.375,0.375,0.25,0.375,0.625,0.0,0.375,0.375,0.25,0.375,0.375,0.375,0.25,0.125,0.5,0.375,0.25,0.125,0.625,0.5,0.375,0.125,0.375,0.5,0.125,0.5,0.375,0.125,0.0,1.0,0.0,0.375,0.25,0.375,0.625,0.125,0.25
P-1518,0.125,0.625,0.25,0.5,0.25,0.25,0.75,0.0,0.25,0.375,0.375,0.25,0.5,0.375,0.125,0.125,0.625,0.25,0.25,0.25,0.5,0.625,0.25,0.125,0.25,0.625,0.125,0.625,0.25,0.125,0.0,1.0,0.0,0.375,0.125,0.5,0.625,0.125,0.25
P-1519,0.125,0.625,0.25,0.5,0.25,0.25,0.75,0.0,0.25,0.375,0.375,0.25,0.5,0.25,0.25,0.125,0.625,0.25,0.25,0.25,0.5,0.625,0.25,0.125,0.25,0.625,0.125,0.625,0.25,0.125,0.0,1.0,0.0,0.25,0.25,0.5,0.625,0.125,0.25
P-1520,0.125,0.5,0.375,0.5,0.125,0.375,0.625,0.0,0.375,0.375,0.25,0.375,0.5,0.25,0.25,0.125,0.5,0.375,0.25,0.25,0.5,0.5,0.375,0.125,0.375,0.5,0.125,0.5,0.375,0.125,0.0,1.0,0.0,0.25,0.25,0.5,0.625,0.125,0.25
P-1521,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.125,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.0,1.0,0.0,0.125,0.5,0.375,0.625,0.25,0.125
P-1522,0.25,0.375,0.375,0.0,0.5,0.5,0.25,0.25,0.5,0.375,0.25,0.375,0.375,0.375,0.25,0.375,0.25,0.375,0.25,0.125,0.625,0.375,0.25,0.375,0.375,0.375,0.25,0.25,0.375,0.375,0.25,0.75,0.0,0.625,0.25,0.125,0.625,0.25,0.125
P-1523,0.375,0.375,0.25,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.375,0.125,0.625,0.125,0.25,0.375,0.125,0.5,0.125,0.625,0.25,0.5,0.125,0.375,0.125,0.625,0.25,0.0,0.875,0.125,0.375,0.375,0.25,0.25,0.375,0.375
P-1524,0.25,0.375,0.375,0.5,0.125,0.375,0.625,0.0,0.375,0.375,0.25,0.375,0.5,0.25,0.25,0.25,0.375,0.375,0.125,0.375,0.5,0.375,0.5,0.125,0.375,0.375,0.25,0.375,0.5,0.125,0.0,1.0,0.0,0.25,0.25,0.5,0.625,0.25,0.125
P-1525,0.375,0.375,0.25,0.625,0.125,0.25,0.75,0.0,0.25,0.625,0.125,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.125,0.5,0.375,0.375,0.5,0.125,0.25,0.375,0.375,0.375,0.5,0.125,0.0,1.0,0.0,0.125,0.375,0.5,0.375,0.375,0.25
P-1526,0.25,0.625,0.125,0.75,0.125,0.125,0.75,0.125,0.125,0.625,0.125,0.25,0.75,0.25,0.0,0.375,0.5,0.125,0.125,0.625,0.25,0.5,0.375,0.125,0.25,0.5,0.25,0.5,0.375,0.125,0.0,1.0,0.0,0.0,0.5,0.5,0.25,0.25,0.5
P-1527,0.5,0.125,0.375,0.5,0.375,0.125,0.625,0.25,0.125,0.375,0.25,0.375,0.625,0.25,0.125,0.5,0.125,0.375,0.25,0.375,0.375,0.125,0.75,0.125,0.375,0.125,0.5,0.125,0.75,0.125,0.125,0.875,0.0,0.25,0.375,0.375,0.5,0.5,0.0
P-1528,0.25,0.375,0.375,0.25,0.25,0.5,0.375,0.125,0.5,0.25,0.25,0.5,0.375,0.375,0.25,0.5,0.125,0.375,0.25,0.125,0.625,0.125,0.375,0.5,0.5,0.125,0.375,0.125,0.375,0.5,0.125,0.875,0.0,0.375,0.375,0.25,0.375,0.25,0.375
P-1529,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.4444444444444444,0.4444444444444444,0.11111111111111116,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.1111111111111111,0.8888888888888888,0.0,0.6666666666666666,0.2222222222222222,0.11111111111111116,0.5555555555555556,0.3333333333333333,0.1111111111111111
P-1530,0.3333333333333333,0.2222222222222222,0.44444444444444453,0.2222222222222222,0.4444444444444444,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.2222222222222222,0.44444444444444453,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.3333333333333333,0.0,0.6666666666666667,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.7777777777777778,0.11111111111111105,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5555555555555556,0.3333333333333333,0.1111111111111111
P-1533,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.2222222222222222,0.4444444444444444,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.4444444444444444,0.3333333333333333,0.22222222222222227,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.4444444444444444,0.0,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0
P-1534,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.5555555555555556,0.0,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.22222222222222227,0.4444444444444444,0.4444444444444444,0.11111111111111116
P-1539,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.1111111111111111,0.1111111111111111,0.7777777777777777,0.1111111111111111,0.7777777777777778,0.11111111111111105,0.2222222222222222,0.1111111111111111,0.6666666666666667,0.1111111111111111,0.0,0.8888888888888888,0.2222222222222222,0.6666666666666666,0.11111111111111116,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.11111111111111105,0.0,0.8888888888888888,0.11111111111111116,0.5555555555555556,0.4444444444444444,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111
P-1540,0.3333333333333333,0.5555555555555556,0.11111111111111116,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.5555555555555556,0.11111111111111116,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.33333333333333326,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.22222222222222227
P-1541,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.33333333333333337,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.44444444444444453,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,1.0,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-1542,0.2222222222222222,0.7777777777777778,0.0,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.5555555555555556,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5555555555555556,0.4444444444444444,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.33333333333333337,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,1.0,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.2222222222222222,0.44444444444444453
P-1543,0.4444444444444444,0.5555555555555556,0.0,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,1.0,0.0,0.3333333333333333,0.2222222222222222,0.44444444444444453,0.2222222222222222,0.4444444444444444,0.33333333333333337
P-1544,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.3333333333333333,0.2222222222222222,0.44444444444444453,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.4444444444444444,0.3333333333333333,0.22222222222222227,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-1545,0.5555555555555556,0.4444444444444444,0.0,0.7777777777777778,0.0,0.2222222222222222,0.7777777777777778,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,0.22222222222222227,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,1.0,0.0,0.4444444444444444,0.2222222222222222,0.33333333333333337,0.2222222222222222,0.5555555555555556,0.2222222222222222
P-1546,0.3333333333333333,0.2222222222222222,0.44444444444444453,0.2222222222222222,0.4444444444444444,0.33333333333333337,0.4444444444444444,0.2222222222222222,0.33333333333333337,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.5555555555555556,0.11111111111111116,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.2222222222222222,0.1111111111111111,0.6666666666666667,0.1111111111111111,0.5555555555555556,0.33333333333333326,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.1111111111111111,0.5555555555555556,0.33333333333333326,0.1111111111111111,0.8888888888888888,0.0,0.6666666666666666,0.2222222222222222,0.11111111111111116,0.5555555555555556,0.3333333333333333,0.1111111111111111
P-1548,0.4444444444444444,0.2222222222222222,0.33333333333333337,0.4444444444444444,0.3333333333333333,0.22222222222222227,0.6666666666666666,0.1111111111111111,0.22222222222222227,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.33333333333333337,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.2222222222222222,0.6666666666666666,0.11111111111111116,0.3333333333333333,0.2222222222222222,0.44444444444444453,0.2222222222222222,0.6666666666666666,0.11111111111111116,0.1111111111111111,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5555555555555556,0.4444444444444444,0.0
P-1549,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.11111111111111116,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.0,0.8888888888888888,0.11111111111111116,0.4444444444444444,0.3333333333333333,0.22222222222222227,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-1551,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0,0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,1.0,0.0,0.1111111111111111,0.5555555555555556,0.33333333333333326,0.8888888888888888,0.0,0.11111111111111116
P-1552,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.2222222222222222,0.4444444444444444,0.33333333333333337,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.22222222222222232,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.11111111111111105,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.44444444444444453
P-1553,0.0,0.7,0.30000000000000004,0.3,0.6,0.09999999999999998,0.7,0.2,0.10000000000000003,0.0,0.7,0.30000000000000004,0.3,0.7,0.0,0.0,0.7,0.30000000000000004,0.0,0.3,0.7,0.7,0.3,5.551115123125783e-17,0.3,0.7,0.0,0.7,0.3,5.551115123125783e-17,0.0,1.0,0.0,0.5,0.2,0.3,1.0,0.0,0.0
P-1554,0.3,0.4,0.29999999999999993,0.1,0.9,0.0,0.6,0.4,0.0,0.2,0.5,0.30000000000000004,0.3,0.6,0.09999999999999998,0.3,0.4,0.29999999999999993,0.3,0.0,0.7,0.6,0.2,0.2,0.3,0.4,0.29999999999999993,0.5,0.3,0.2,0.2,0.7,0.10000000000000009,0.6,0.3,0.10000000000000003,0.7,0.3,5.551115123125783e-17
P-1555,0.8,0.2,-5.551115123125783e-17,0.6,0.4,0.0,0.7,0.3,5.551115123125783e-17,0.9,0.1,-2.7755575615628914e-17,0.9,0.1,-2.7755575615628914e-17,0.8,0.2,-5.551115123125783e-17,0.9,0.0,0.09999999999999998,0.3,0.4,0.29999999999999993,0.0,0.2,0.8,0.3,0.4,0.29999999999999993,0.3,0.2,0.49999999999999994,0.8,0.0,0.19999999999999996,0.1,0.8,0.09999999999999998
P-1556,0.1,0.5,0.4,0.2,0.4,0.4,0.5,0.1,0.4,0.2,0.3,0.5,0.2,0.5,0.30000000000000004,0.2,0.4,0.4,0.2,0.0,0.8,0.4,0.3,0.3,0.5,0.4,0.09999999999999998,0.4,0.3,0.3,0.0,1.0,0.0,0.4,0.5,0.09999999999999998,0.7,0.1,0.20000000000000004
P-1557,0.5,0.5,0.0,0.6,0.1,0.30000000000000004,0.7,0.0,0.30000000000000004,0.6,0.2,0.2,0.7,0.3,5.551115123125783e-17,0.8,0.2,-5.551115123125783e-17,0.4,0.3,0.3,0.3,0.5,0.19999999999999996,0.2,0.3,0.5,0.2,0.6,0.20000000000000007,0.0,1.0,0.0,0.5,0.2,0.3,0.2,0.5,0.30000000000000004
P-1558,0.3,0.6,0.09999999999999998,0.3,0.6,0.09999999999999998,0.5,0.4,0.09999999999999998,0.6,0.3,0.10000000000000003,0.7,0.3,5.551115123125783e-17,0.4,0.5,0.09999999999999998,0.3,0.4,0.29999999999999993,0.6,0.1,0.30000000000000004,0.1,0.6,0.30000000000000004,0.5,0.2,0.3,0.3,0.7,0.0,0.5,0.3,0.2,0.4,0.3,0.3
P-1559,0.5,0.2,0.3,0.2,0.7,0.10000000000000009,0.5,0.4,0.09999999999999998,0.4,0.3,0.3,0.6,0.3,0.10000000000000003,0.6,0.1,0.30000000000000004,0.5,0.1,0.4,0.4,0.3,0.3,0.3,0.2,0.49999999999999994,0.2,0.5,0.30000000000000004,0.3,0.6,0.09999999999999998,0.5,0.3,0.2,0.4,0.5,0.09999999999999998
P-1560,0.3,0.4,0.29999999999999993,0.4,0.3,0.3,0.6,0.2,0.2,0.4,0.2,0.39999999999999997,0.5,0.3,0.2,0.4,0.4,0.19999999999999996,0.3,0.2,0.49999999999999994,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.29999999999999993,0.1,0.8,0.09999999999999998,0.4,0.3,0.3,0.5,0.3,0.2
P-1561,0.3,0.5,0.19999999999999996,0.5,0.4,0.09999999999999998,0.6,0.3,0.10000000000000003,0.5,0.3,0.2,0.7,0.2,0.10000000000000003,0.4,0.4,0.19999999999999996,0.2,0.5,0.30000000000000004,0.7,0.2,0.10000000000000003,0.2,0.5,0.30000000000000004,0.5,0.4,0.09999999999999998,0.1,0.8,0.09999999999999998,0.2,0.3,0.5,0.5,0.3,0.2
P-1562,0.2,0.2,0.6000000000000001,0.1,0.6,0.30000000000000004,0.2,0.5,0.30000000000000004,0.3,0.1,0.6,0.3,0.6,0.09999999999999998,0.3,0.1,0.6,0.2,0.1,0.7000000000000001,0.4,0.4,0.19999999999999996,0.6,0.2,0.2,0.2,0.6,0.20000000000000007,0.1,0.8,0.09999999999999998,0.5,0.3,0.2,0.6,0.2,0.2
P-1563,0.3,0.4,0.29999999999999993,0.4,0.3,0.3,0.6,0.2,0.2,0.4,0.2,0.39999999999999997,0.5,0.3,0.2,0.4,0.4,0.19999999999999996,0.3,0.2,0.49999999999999994,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.1,0.8,0.09999999999999998,0.3,0.5,0.19999999999999996,0.5,0.3,0.2
P-1564,0.8,0.2,-5.551115123125783e-17,0.6,0.4,0.0,0.7,0.3,5.551115123125783e-17,0.9,0.1,-2.7755575615628914e-17,0.9,0.1,-2.7755575615628914e-17,0.8,0.2,-5.551115123125783e-17,0.9,0.0,0.09999999999999998,0.3,0.4,0.29999999999999993,0.0,0.2,0.8,0.3,0.4,0.29999999999999993,0.3,0.2,0.49999999999999994,0.8,0.0,0.19999999999999996,0.1,0.8,0.09999999999999998
P-1565,0.6,0.1,0.30000000000000004,0.5,0.2,0.3,0.6,0.1,0.30000000000000004,0.5,0.2,0.3,0.7,0.2,0.10000000000000003,0.6,0.1,0.30000000000000004,0.5,0.2,0.3,0.2,0.6,0.20000000000000007,0.3,0.1,0.6,0.2,0.6,0.20000000000000007,0.2,0.5,0.30000000000000004,0.6,0.1,0.30000000000000004,0.4,0.6,0.0
P-1566,0.3,0.3,0.39999999999999997,0.5,0.1,0.4,0.6,0.1,0.30000000000000004,0.6,0.0,0.4,0.6,0.1,0.30000000000000004,0.3,0.4,0.29999999999999993,0.6,0.0,0.4,0.5,0.1,0.4,0.4,0.3,0.3,0.5,0.1,0.4,0.1,0.7,0.20000000000000007,0.2,0.3,0.5,0.4,0.3,0.3
P-1567,0.3,0.1,0.6,0.3,0.4,0.29999999999999993,0.3,0.4,0.29999999999999993,0.3,0.1,0.6,0.4,0.3,0.3,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.5,0.19999999999999996,0.6,0.1,0.30000000000000004,0.3,0.5,0.19999999999999996,0.1,0.7,0.20000000000000007,0.1,0.6,0.30000000000000004,0.7,0.3,5.551115123125783e-17
P-1568,0.4,0.3,0.3,0.5,0.4,0.09999999999999998,0.6,0.3,0.10000000000000003,0.3,0.3,0.39999999999999997,0.6,0.3,0.10000000000000003,0.5,0.2,0.3,0.4,0.2,0.39999999999999997,0.4,0.4,0.19999999999999996,0.4,0.2,0.39999999999999997,0.3,0.5,0.19999999999999996,0.1,0.8,0.09999999999999998,0.3,0.4,0.29999999999999993,0.5,0.4,0.09999999999999998
P-1569,0.6,0.3,0.10000000000000003,0.4,0.4,0.19999999999999996,0.6,0.2,0.2,0.4,0.3,0.3,0.6,0.4,0.0,0.9,0.0,0.09999999999999998,0.5,0.1,0.4,0.1,0.3,0.6000000000000001,0.3,0.0,0.7,0.1,0.3,0.6000000000000001,0.2,0.5,0.30000000000000004,0.6,0.2,0.2,0.0,0.6,0.4
P-1570,0.7,0.3,5.551115123125783e-17,0.7,0.3,5.551115123125783e-17,0.8,0.2,-5.551115123125783e-17,0.9,0.1,-2.7755575615628914e-17,0.9,0.1,-2.7755575615628914e-17,0.7,0.3,5.551115123125783e-17,0.8,0.1,0.09999999999999995,0.3,0.5,0.19999999999999996,0.0,0.3,0.7,0.3,0.5,0.19999999999999996,0.2,0.3,0.5,0.8,0.1,0.09999999999999995,0.1,0.7,0.20000000000000007
P-1571,0.7,0.2,0.10000000000000003,0.6,0.3,0.10000000000000003,0.6,0.3,0.10000000000000003,0.9,0.0,0.09999999999999998,0.9,0.1,-2.7755575615628914e-17,0.8,0.1,0.09999999999999995,0.7,0.2,0.10000000000000003,0.2,0.6,0.20000000000000007,0.1,0.2,0.7,0.1,0.7,0.20000000000000007,0.2,0.4,0.4,0.7,0.2,0.10000000000000003,0.1,0.7,0.20000000000000007
P-1572,0.7,0.2,0.10000000000000003,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,0.9,0.0,0.09999999999999998,0.9,0.1,-2.7755575615628914e-17,0.9,0.0,0.09999999999999998,0.7,0.2,0.10000000000000003,0.2,0.5,0.30000000000000004,0.1,0.2,0.7,0.0,0.7,0.30000000000000004,0.3,0.3,0.39999999999999997,0.7,0.1,0.20000000000000004,0.1,0.7,0.20000000000000007
P-1573,0.6,0.2,0.2,0.5,0.3,0.2,0.5,0.3,0.2,0.8,0.0,0.19999999999999996,0.8,0.2,-5.551115123125783e-17,0.7,0.1,0.20000000000000004,0.7,0.1,0.20000000000000004,0.3,0.5,0.19999999999999996,0.2,0.2,0.6000000000000001,0.2,0.6,0.20000000000000007,0.2,0.4,0.4,0.6,0.1,0.30000000000000004,0.2,0.6,0.20000000000000007
P-1574,0.3,0.5,0.19999999999999996,0.3,0.4,0.29999999999999993,0.5,0.2,0.3,0.5,0.3,0.2,0.5,0.5,0.0,0.5,0.3,0.2,0.4,0.1,0.5,0.4,0.4,0.19999999999999996,0.2,0.4,0.4,0.3,0.5,0.19999999999999996,0.1,0.8,0.09999999999999998,0.8,0.0,0.19999999999999996,0.4,0.3,0.3
